CHEMONTID:0000000	Organic compounds
CHEMONTID:0002432	Alpha-bromoaldehydes
CHEMONTID:0002433	Alpha,beta-unsaturated aldehydes
CHEMONTID:0002434	Alpha-hydrogen aldehydes
CHEMONTID:0002435	Beta-hydroxy aldehydes
CHEMONTID:0002436	Enals
CHEMONTID:0002437	Ynals
CHEMONTID:0002438	Terminal alkynes
CHEMONTID:0002439	Internal alkynes
CHEMONTID:0002440	Artemisinins
CHEMONTID:0002441	Naphthols and derivatives
CHEMONTID:0002442	Nitrosopiperidines
CHEMONTID:0002443	Nitrosothiols
CHEMONTID:0002444	N-methylnitrosoureas
CHEMONTID:0002445	Peroxycarboxylic acids and derivatives
CHEMONTID:0002446	Peroxycarboxylic acids
CHEMONTID:0002447	Piperidinylpiperazines
CHEMONTID:0002448	Benzenoids
CHEMONTID:0002449	Amines
CHEMONTID:0002450	Primary amines
CHEMONTID:0002451	Secondary amines
CHEMONTID:0002452	Tertiary amines
CHEMONTID:0002453	Primary aromatic amines
CHEMONTID:0002454	Tertiary alkylarylamines
CHEMONTID:0002455	Diarylamines
CHEMONTID:0002456	Germacrane sesquiterpenoids
CHEMONTID:0002457	Triarylamines
CHEMONTID:0002458	Secondary alkylarylamines
CHEMONTID:0002459	Nitramines
CHEMONTID:0002460	Alkanolamines
CHEMONTID:0002461	Nitrile imides
CHEMONTID:0002462	Imidothioic acids and derivatives
CHEMONTID:0002463	Diarylethers
CHEMONTID:0002464	Hydrazidines
CHEMONTID:0002465	Ynols
CHEMONTID:0002466	Oxazaphosphinanes
CHEMONTID:0002467	1,2-diols
CHEMONTID:0002468	Organoselenium compounds
CHEMONTID:0002469	Organotellurium compounds
CHEMONTID:0002470	Selenocyanates
CHEMONTID:0002471	Selenenyl halides
CHEMONTID:0002472	Diselenides
CHEMONTID:0002473	Selenoxides
CHEMONTID:0002474	Perselenic acids
CHEMONTID:0002475	Perselenic acids and derivatives
CHEMONTID:0002476	Seleniranes
CHEMONTID:0002477	Telluraldehydes
CHEMONTID:0002478	Ditellurides
CHEMONTID:0002479	Tellurones
CHEMONTID:0002480	Telluric acids and derivatives
CHEMONTID:0002481	Telluric acids
CHEMONTID:0002482	Telluroxides
CHEMONTID:0002483	Dicarboxdiimides
CHEMONTID:0002484	Carboximidic acids
CHEMONTID:0002485	Thiols
CHEMONTID:0002486	Dioxathiolanes
CHEMONTID:0002487	Organic nitric acids
CHEMONTID:0002488	Oligophosphenes
CHEMONTID:0002489	Diphosphenes
CHEMONTID:0002490	Azolines
CHEMONTID:0002491	Azolidines
CHEMONTID:0002492	O-benzoquinones
CHEMONTID:0002493	M-benzoquinones
CHEMONTID:0002494	P-benzoquinones
CHEMONTID:0002495	Quinones
CHEMONTID:0002496	Isoindolines
CHEMONTID:0002497	Indoles
CHEMONTID:0002498	Isothiochromenes
CHEMONTID:0002499	Thiochromenes
CHEMONTID:0002500	Alkanes
CHEMONTID:0002501	Alkenes
CHEMONTID:0002502	Cembranolides
CHEMONTID:0002503	Hydroxycinnamic acids
CHEMONTID:0002504	Cinnamic acids
CHEMONTID:0002505	Coumaric acids
CHEMONTID:0002506	Isoflavonoids
CHEMONTID:0002507	Homoisoflavonoids
CHEMONTID:0002508	Homoisoflavans
CHEMONTID:0002509	Cyclitols and derivatives
CHEMONTID:0002510	Aminocyclitols and derivatives
CHEMONTID:0002511	Inositol phosphates
CHEMONTID:0002512	Quinic acids and derivatives
CHEMONTID:0002513	O-galloylquinic acids and derivatives
CHEMONTID:0002514	Salicylic acids
CHEMONTID:0002515	Salicylamides
CHEMONTID:0002516	N-piperazineacetamides
CHEMONTID:0002517	Chamigranes
CHEMONTID:0002518	Annonaceous acetogenins
CHEMONTID:0002519	Acylphloroglucinols and derivatives
CHEMONTID:0002520	P-toluquinols and derivatives
CHEMONTID:0002521	P-toluquinols
CHEMONTID:0002522	P-toluquinones
CHEMONTID:0002523	Isoflavanquinones
CHEMONTID:0002524	Cyclopropanecarboxylic acids and derivatives
CHEMONTID:0002525	Cyclopropanecarboxylic acids
CHEMONTID:0002526	1-aminocyclopropane-1-carboxylic acids and derivatives
CHEMONTID:0002527	1-aminocyclopropane-1-carboxylic acids
CHEMONTID:0002528	Halohydrins
CHEMONTID:0002529	Carbonylimidazoles
CHEMONTID:0002530	Epoxypiperidines
CHEMONTID:0002531	Thiosulfonimidic o-acids
CHEMONTID:0002532	Thiosulfonimidic s-acids
CHEMONTID:0002533	Trithiosulfonic acids
CHEMONTID:0002534	Sulfinohydroximic acids
CHEMONTID:0002535	Sulfinohydrazonic acids
CHEMONTID:0002536	Phenoxides
CHEMONTID:0002537	Isothiocyanate acids
CHEMONTID:0002538	Nitronic acids
CHEMONTID:0002539	Hemiketals
CHEMONTID:0002540	Dihydroxyphosphanes
CHEMONTID:0002541	Carbodithioic acids
CHEMONTID:0002542	Benzylethers
CHEMONTID:0002543	Dithiosulfonic O-acids
CHEMONTID:0002544	Dithiosulfonic S-acids
CHEMONTID:0002545	Coumarinolignans
CHEMONTID:0002546	Diazetidines
CHEMONTID:0002547	Phenylimidazolidines
CHEMONTID:0002548	Tanshinones, isotanshinones, and derivatives
CHEMONTID:0002549	Tanshinlactones and derivatives
CHEMONTID:0002550	Isocopalane and spongiane diterpenoids
CHEMONTID:0002551	Phenylpropanoic acids
CHEMONTID:0002552	Quinoline carboxylic acids
CHEMONTID:0002553	Quinoline carboxamides
CHEMONTID:0002554	Pyrrole carboxylic acids and derivatives
CHEMONTID:0002555	Pyrrole carboxylic acids
CHEMONTID:0002556	Pyrrole carboxamides
CHEMONTID:0002557	Pyrrole 2-carboxylic acids
CHEMONTID:0002558	N-substituted phenoxazines
CHEMONTID:0002559	Sulfosalicylic acids and derivatives
CHEMONTID:0002560	Sulfosalicyclic acids
CHEMONTID:0002561	Thiatriazoles
CHEMONTID:0002562	Aminothiadiazoles
CHEMONTID:0002563	Methoxypyrazines
CHEMONTID:0002564	Dichlorobenzenes
CHEMONTID:0002565	Benzoic acids
CHEMONTID:0002566	Isoquinolines and derivatives
CHEMONTID:0002567	Isoquinoline quinones
CHEMONTID:0002568	Angular furanocoumarins
CHEMONTID:0002569	Linear furanocoumarins
CHEMONTID:0002570	Quinoline quinones
CHEMONTID:0002571	Phenanthraquinones
CHEMONTID:0002572	Naphthothiophenes
CHEMONTID:0002573	Thienobenzoxepines
CHEMONTID:0002574	Phenyloxazolidines
CHEMONTID:0002575	Phenylisoxazolidines
CHEMONTID:0002576	1,2-oxazinanes
CHEMONTID:0002577	Phenylthiomorpholines
CHEMONTID:0002578	Oxathiazolidines
CHEMONTID:0002579	Phenylthiazetidines
CHEMONTID:0002580	Isoflavonequinones
CHEMONTID:0002581	Neoflavans
CHEMONTID:0002582	Neoflavenes
CHEMONTID:0002583	Dalbergiquinols
CHEMONTID:0002584	Phenylbenzofurans
CHEMONTID:0002585	O-methylated flavonoids
CHEMONTID:0002586	O-methylated isoflavonoids
CHEMONTID:0002587	2-O-methylated flavonoids
CHEMONTID:0002588	3-O-methylated flavonoids
CHEMONTID:0002589	4-O-methylated flavonoids
CHEMONTID:0002590	5-O-methylated flavonoids
CHEMONTID:0002591	6-O-methylated flavonoids
CHEMONTID:0002592	7-O-methylated flavonoids
CHEMONTID:0002593	8-O-methylated flavonoids
CHEMONTID:0002594	2'-O-methylated flavonoids
CHEMONTID:0002595	3'-O-methylated flavonoids
CHEMONTID:0002596	4'-O-methylated flavonoids
CHEMONTID:0002597	2-O-methylated isoflavonoids
CHEMONTID:0002598	3-O-methylated isoflavonoids
CHEMONTID:0002599	4-O-methylated isoflavonoids
CHEMONTID:0002600	5-O-methylated isoflavonoids
CHEMONTID:0002601	6-O-methylated isoflavonoids
CHEMONTID:0002602	7-O-methylated isoflavonoids
CHEMONTID:0002603	8-O-methylated isoflavonoids
CHEMONTID:0002604	2'-O-methylated isoflavonoids
CHEMONTID:0002605	3'-O-methylated isoflavonoids
CHEMONTID:0002606	4'-O-methylated isoflavonoids
CHEMONTID:0002607	Bromohydrins
CHEMONTID:0002608	Chlorohydrins
CHEMONTID:0002609	Fluorohydrins
CHEMONTID:0002610	Iodohydrins
CHEMONTID:0002611	Dichlorobenzoic acids
CHEMONTID:0002612	Alpha-methyldeoxybenzoin flavonoids
CHEMONTID:0002613	2-phenylbenzofurans
CHEMONTID:0002614	Furanoflavonoids and dihydrofuranoflavonoids
CHEMONTID:0002615	Angular furanoflavonoids and dihydrofuranoflavonoids
CHEMONTID:0002616	Linear furanoflavonoids and dihydrofuranoflavonoids
CHEMONTID:0002617	Furanoisoflavonoids
CHEMONTID:0002618	Tetrahydrofolic acids and derivatives
CHEMONTID:0002619	Dihydrofolic acids and derivatives
CHEMONTID:0002620	N-benzylalanines
CHEMONTID:0002621	N-benzoylpiperidines
CHEMONTID:0002622	N-benzylpiperidines
CHEMONTID:0002623	Thiohydroquinones
CHEMONTID:0002624	Aminohydroquinones
CHEMONTID:0002626	Phenylsulfates
CHEMONTID:0002627	Imidazopiperidines
CHEMONTID:0002628	Trisubstituted imidazoles
CHEMONTID:0002629	1,2,4-trisubstituted imidazoles
CHEMONTID:0002630	1,2,5-trisubstituted imidazoles
CHEMONTID:0002631	2,4,5-trisubstituted imidazoles
CHEMONTID:0002632	Tetrasubstituted imidazoles
CHEMONTID:0002633	1,2,4,5-tetrasubstituted imidazoles
CHEMONTID:0002634	2,4-disubstituted thiazoles
CHEMONTID:0002635	2,5-disubstituted thiazoles
CHEMONTID:0002636	4,5-disubstituted thiazoles
CHEMONTID:0002637	2,4,5-trisubstituted thiazoles
CHEMONTID:0002638	2,4-disubstituted oxazoles
CHEMONTID:0002639	2,5-disubstituted oxazoles
CHEMONTID:0002640	4,5-disubstituted oxazoles
CHEMONTID:0002641	2,4,5-trisubstituted oxazoles
CHEMONTID:0002642	3,4-dihydrocoumarins
CHEMONTID:0002643	6,7-dihydroxycoumarins
CHEMONTID:0002644	7,8-dihydroxycoumarins
CHEMONTID:0002645	Halogenated steroids
CHEMONTID:0002646	Cyclohexanones
CHEMONTID:0002647	Cyclohexanols
CHEMONTID:0002648	Tetrahydrofurans
CHEMONTID:0002649	Oxathiaphospholanes
CHEMONTID:0002650	Diarylheptanoids
CHEMONTID:0002651	Linear diarylheptanoids
CHEMONTID:0002652	Cyclic diarylheptanoids
CHEMONTID:0002653	Phenalenes
CHEMONTID:0002654	Phenalenones
CHEMONTID:0002655	Phenalanes
CHEMONTID:0002656	Loline alkaloids and derivatives
CHEMONTID:0002657	Cularin alkaloids and derivatives
CHEMONTID:0002658	Rhoeadine alkaloids
CHEMONTID:0002659	Emetine alkaloids
CHEMONTID:0002660	Proaporphines
CHEMONTID:0002661	Homoaporphines
CHEMONTID:0002662	Homoproaporphines
CHEMONTID:0002663	Aristolactams
CHEMONTID:0002664	Aristolochic acids and derivatives
CHEMONTID:0002665	Benzophenanthridine alkaloids
CHEMONTID:0002666	Hexahydrobenzophenanthridine alkaloids
CHEMONTID:0002667	Dihydrobenzophenanthridine alkaloids
CHEMONTID:0002668	N-demethylbenzophenanthridine alkaloids
CHEMONTID:0002669	Quaternary benzophenanthridine alkaloids
CHEMONTID:0002670	Secobenzophenanthridine alkaloids
CHEMONTID:0002671	Eburnan-type alkaloids
CHEMONTID:0002672	Plumeran-type alkaloids
CHEMONTID:0002673	Benzylamines
CHEMONTID:0002674	Cyclohexylamines
CHEMONTID:0002675	Thiirenes
CHEMONTID:0002676	Peroxols
CHEMONTID:0002677	Indenoazepines
CHEMONTID:0002678	Lycoctonine alkaloids
CHEMONTID:0002679	Ergoline and derivatives
CHEMONTID:0002680	Lysergic acids and derivatives
CHEMONTID:0002681	Oxaergolines
CHEMONTID:0002682	Coumaroyl glycosides
CHEMONTID:0002683	M-coumaroyl glycosides
CHEMONTID:0002684	O-coumaroyl glycosides
CHEMONTID:0002685	P-coumaroyl glycosides
CHEMONTID:0002686	2-hydroxyisoflavanones
CHEMONTID:0002687	4'-O-methylisoflavones
CHEMONTID:0002688	1-acyl-sn-glycerol-2,3-cyclic-phosphates
CHEMONTID:0002689	7-O-methylisoflavones
CHEMONTID:0002690	3'-O-methylisoflavones
CHEMONTID:0002691	Diazirines
CHEMONTID:0002692	Triazirines
CHEMONTID:0002693	Triazinanes
CHEMONTID:0002694	Molybdopterins
CHEMONTID:0002695	Diphenylpyrroles
CHEMONTID:0002696	Chlorocatechols
CHEMONTID:0002697	4-chlorocatechols
CHEMONTID:0002698	3-chlorocatechols
CHEMONTID:0002699	Benzodioxanes
CHEMONTID:0002700	Benzo-1,2-dioxanes
CHEMONTID:0002701	Benzo-1,3-dioxanes
CHEMONTID:0002702	Benzo-1,4-dioxanes
CHEMONTID:0002703	Benzo-2,3-dioxanes
CHEMONTID:0002704	Phenylbenzodioxanes
CHEMONTID:0002705	Phenylbenzo-1,3-dioxanes
CHEMONTID:0002706	Phenylbenzo-2,3-dioxanes
CHEMONTID:0002707	Phenylbenzo-1,4-dioxanes
CHEMONTID:0002708	Anthocyanidin 3-O-p-coumaroyl glycosides
CHEMONTID:0002709	Anthocyanidin 3p-O-p-coumaroyl glycosides
CHEMONTID:0002710	Anthocyanidin 5-O-p-coumaroyl glycosides
CHEMONTID:0002711	Anthocyanidin 3-O-6-p-coumaroyl glycosides
CHEMONTID:0002712	Anthocyanidin 3-O-2-p-coumaroyl glycosides
CHEMONTID:0002713	Anthocyanidin 3p-O-6-p-coumaroyl glycosides
CHEMONTID:0002714	Anthocyanidin 3p-O-2-p-coumaroyl glycosides
CHEMONTID:0002715	Anthocyanidin 5-O-6-p-coumaroyl glycosides
CHEMONTID:0002716	Anthocyanidin 5-O-2-p-coumaroyl glycosides
CHEMONTID:0002717	Polyphenyl ethers
CHEMONTID:0002718	Polyphenyl thioethers
CHEMONTID:0002719	Lupin alkaloids
CHEMONTID:0002720	Matrine alkaloids
CHEMONTID:0002721	Lupinine-type alkaloids
CHEMONTID:0002722	Cytisine and derivatives
CHEMONTID:0002723	Anagyrine-type alkaloids
CHEMONTID:0002724	Steroidal alkaloids
CHEMONTID:0002725	Solanocapsine-type alkaloids
CHEMONTID:0002726	Buxus alkaloids
CHEMONTID:0002727	Samamine-type alkaloids
CHEMONTID:0002728	Jerveratrum-type alkaloids
CHEMONTID:0002729	Cerveratrum-type alkaloids
CHEMONTID:0002730	Pregnane-type alkaloids
CHEMONTID:0002731	Conanine-type alkaloids
CHEMONTID:0002732	22,26-epiminocholestanes
CHEMONTID:0002733	22,23-secosolanidanes and derivatives
CHEMONTID:0002734	Samandarines
CHEMONTID:0002735	3-oxo-22,26-epiminocholestanes
CHEMONTID:0002736	3-amino-22,26-epiminocholestanes
CHEMONTID:0002737	3-aminospirostanes
CHEMONTID:0002738	Atisane diterpenoids
CHEMONTID:0002739	Atisine-type diterpenoid alkaloids
CHEMONTID:0002740	Benzodifurans
CHEMONTID:0002741	Angular benzodifurans
CHEMONTID:0002742	Linear benzodifurans
CHEMONTID:0002743	Protopine alkaloids
CHEMONTID:0002744	Vobasan alkaloids
CHEMONTID:0002745	Lysergic acids
CHEMONTID:0002746	Lysergamides
CHEMONTID:0002747	Clavines and derivatives
CHEMONTID:0002748	Ibogan-type alkaloids
CHEMONTID:0002749	Strychnos alkaloids
CHEMONTID:0002750	Corynanthean-type alkaloids
CHEMONTID:0002751	Vallesiachotaman alkaloids
CHEMONTID:0002752	Vincosan alkaloids
CHEMONTID:0002753	Pyridoxine-5'-phosphates
CHEMONTID:0002754	Cinnamyl alcohols
CHEMONTID:0002755	Aspidospermatan-type alkaloids
CHEMONTID:0002756	Vinca alkaloids
CHEMONTID:0002757	Quebrachamine alkaloids
CHEMONTID:0002758	Rhazinilam alkaloids
CHEMONTID:0002759	Tacaman alkaloids
CHEMONTID:0002760	Amidoximes
CHEMONTID:0002761	3-sulfobenzoic acids
CHEMONTID:0002762	4-sulfobenzoic acids
CHEMONTID:0002763	Iodophenols
CHEMONTID:0002764	Bromophenols
CHEMONTID:0002765	Fluorophenols
CHEMONTID:0002766	Chlorophenols
CHEMONTID:0002767	M-bromophenols
CHEMONTID:0002768	O-bromophenols
CHEMONTID:0002769	P-bromophenols
CHEMONTID:0002770	M-chlorophenols
CHEMONTID:0002771	O-chlorophenols
CHEMONTID:0002772	P-chlorophenols
CHEMONTID:0002773	M-fluorophenols
CHEMONTID:0002774	O-fluorophenols
CHEMONTID:0002775	P-fluorophenols
CHEMONTID:0002776	M-iodophenols
CHEMONTID:0002777	O-iodophenols
CHEMONTID:0002778	P-iodophenols
CHEMONTID:0002779	4-nitroquinoline N-oxides
CHEMONTID:0002780	Erythrinanes
CHEMONTID:0002781	Homoerythrinane alkaloids
CHEMONTID:0002782	Pyridodiazepines
CHEMONTID:0002783	Akuammilan and related alkaloids
CHEMONTID:0002784	Sulfanylbenzoic acids
CHEMONTID:0002785	Thiosalicylic acids
CHEMONTID:0002786	M-sulfanylbenzoic acids and derivatives
CHEMONTID:0002787	P-sulfanylbenzoic acids and derivatives
CHEMONTID:0002788	M-sulfanylbenzoic acids
CHEMONTID:0002789	P-sulfanylbenzoic acids
CHEMONTID:0002790	1,3-oxazinanes
CHEMONTID:0002791	Acutumine and related alkaloids
CHEMONTID:0002792	Hasubanan alkaloids
CHEMONTID:0002793	Pavine alkaloids
CHEMONTID:0002794	Isopavine alkaloids
CHEMONTID:0002795	Organoboron compounds
CHEMONTID:0002796	1,2,3-triazinanes
CHEMONTID:0002797	1,2,4-triazinanes
CHEMONTID:0002798	1,3,5-triazinanes
CHEMONTID:0002799	Organic trisulfides
CHEMONTID:0002800	Organic disulfides
CHEMONTID:0002801	Prenylated hydroquinones
CHEMONTID:0002802	Prenylquinones
CHEMONTID:0002803	Thianthrenes
CHEMONTID:0002804	Benzodithiins
CHEMONTID:0002805	1,2-benzodithiins
CHEMONTID:0002806	1,3-benzodithiins
CHEMONTID:0002807	1,4-benzodithiins
CHEMONTID:0002808	2,3-benzodithiins
CHEMONTID:0002809	N-methylpyrroles
CHEMONTID:0002810	Cinnamic acid amides
CHEMONTID:0002811	Phenylpropanes
CHEMONTID:0002812	Acyl glucuronides
CHEMONTID:0002813	O-glucuronides
CHEMONTID:0002814	N-glucuronides
CHEMONTID:0002815	C-glucuronides
CHEMONTID:0002816	S-glucuronides
CHEMONTID:0002817	Dibenzopyrans
CHEMONTID:0002818	Dibenzothiophenes
CHEMONTID:0002819	Isoflav-3-enes
CHEMONTID:0002820	Isoflav-3-enones
CHEMONTID:0002821	Isoflavone epoxides
CHEMONTID:0002822	Leontidine-type alkaloids
CHEMONTID:0002823	Aloperine and related alkaloids
CHEMONTID:0002824	9b-azaphenalenes
CHEMONTID:0002825	Ormosia-type alkaloids
CHEMONTID:0002826	Pyrido[2,3,4-kl]acridones
CHEMONTID:0002827	Pyrido[2,3,4-kl]acridines
CHEMONTID:0002828	Pyrrolo[2,3,4-kl]acridines
CHEMONTID:0002829	Pyrrolo[4,3,2-de]quinolines
CHEMONTID:0002830	5-hydroxypsoralens
CHEMONTID:0002831	8-hydroxypsoralens
CHEMONTID:0002832	5-methoxypsoralens
CHEMONTID:0002833	8-methoxypsoralens
CHEMONTID:0002834	Thiochromanes
CHEMONTID:0002835	Isothiochromanes
CHEMONTID:0002836	Pyrazolidinones
CHEMONTID:0002837	Hydrocarbons
CHEMONTID:0002838	Olefins
CHEMONTID:0002839	Acyclic olefins
CHEMONTID:0002840	Cyclic olefins
CHEMONTID:0002841	Alkatrienes
CHEMONTID:0002842	Alkatetraenes
CHEMONTID:0002843	Acetylenes
CHEMONTID:0002844	Alkadiynes
CHEMONTID:0002845	Alkatriynes
CHEMONTID:0002846	Cyclic acetylenes
CHEMONTID:0002847	Acyclic acetylenes
CHEMONTID:0002848	Monocyclic acetylenes
CHEMONTID:0002849	Polycyclic acetylenes
CHEMONTID:0002850	Cycloalkynes
CHEMONTID:0002851	Iminoquinones
CHEMONTID:0002852	Cytochalasins
CHEMONTID:0002853	Aziridinones
CHEMONTID:0002854	Lactims
CHEMONTID:0002855	Phosphorus mustard compounds
CHEMONTID:0002856	1,1-diols
CHEMONTID:0002857	Organic phosphoric acid monoamides
CHEMONTID:0002858	Isofamides
CHEMONTID:0002859	Azlactones
CHEMONTID:0002860	Sulfonylamines
CHEMONTID:0002861	Vinyl fluorides
CHEMONTID:0002862	Vinyl iodides
CHEMONTID:0002863	Vinyl chlorides
CHEMONTID:0002864	Vinyl bromides
CHEMONTID:0002865	Acyl halides
CHEMONTID:0002866	Aryl halides
CHEMONTID:0002867	Alkyl halides
CHEMONTID:0002868	Vinyl halides
CHEMONTID:0002869	Organic sulfuryl halides
CHEMONTID:0002870	Imidoyl halides
CHEMONTID:0002871	Grayanoids
CHEMONTID:0002872	Elemane sesquiterpenoids
CHEMONTID:0002873	Pseudoguaianes
CHEMONTID:0002874	Guaianes
CHEMONTID:0002875	Tigliane and ingenane diterpenoids
CHEMONTID:0002876	Cyathane diterpenoids
CHEMONTID:0002877	Jatrophane and cyclojatrophane diterpenoids
CHEMONTID:0002878	Leucothol and grayanotoxane diterpenoids
CHEMONTID:0002879	Xeniaphyllane and xenicane diterpenoids
CHEMONTID:0002880	Sphaerane diterpenoids
CHEMONTID:0002881	Cheilanthane sesterterpenoids
CHEMONTID:0002882	Ophiobolane sesterterpenoids
CHEMONTID:0002883	Scalarane sesterterpenoids
CHEMONTID:0002884	Lupane triterpenoids
CHEMONTID:0002885	Tirucallane and euphane triterpenoids
CHEMONTID:0002886	Taraxastane, ursane, and bauerane triterpenoids
CHEMONTID:0002887	Taraxerane, multiflorane, glutinane and friedelane triterpenoids
CHEMONTID:0002888	Dammarane triterpenoids
CHEMONTID:0002889	Protostane and fusidane triterpenoids
CHEMONTID:0002890	Briarane diterpenoids
CHEMONTID:0002891	Actinide metavanadates
CHEMONTID:0002892	Quinonimines
CHEMONTID:0002893	M-quinonimines
CHEMONTID:0002894	O-quinonimines
CHEMONTID:0002895	P-quinonimines
CHEMONTID:0002896	Isoflavonoid C-glycosides
CHEMONTID:0002897	Neoflavonoid 5-O-glycosides
CHEMONTID:0002898	Homoisoflavanones
CHEMONTID:0002899	Sulfinohydrazonoperoxoic acids
CHEMONTID:0002900	1,2-diaryl-2-propen-1-ols
CHEMONTID:0002901	Isoflav-2-enes
CHEMONTID:0002902	Milbemycins
CHEMONTID:0002903	Perylenequinones
CHEMONTID:0002904	Holostanes
CHEMONTID:0002905	1,2-dithiole-3-thiones
CHEMONTID:0002906	Phorbol esters
CHEMONTID:0002907	4-hydroxycoumarins
CHEMONTID:0002908	Hydroxycoumarins
CHEMONTID:0002909	7-hydroxycoumarins
CHEMONTID:0002910	Borinanes
CHEMONTID:0002911	Polypodane, malabaricane and podiodane triterpenoids
CHEMONTID:0002912	Alpha-hydroxy ketones
CHEMONTID:0002913	Beta-hydroxy ketones
CHEMONTID:0002914	3-hydroxyflavonoids
CHEMONTID:0002915	3'-hydroxyflavonoids
CHEMONTID:0002916	Eunicellane and asbestinane diterpenoids
CHEMONTID:0002917	Arborinane and stictane triterpenoids
CHEMONTID:0002918	Serratane and onocerane triterpenoids
CHEMONTID:0002919	Phenyltropanes
CHEMONTID:0002920	Diazepanes
CHEMONTID:0002921	1,2-diazepanes
CHEMONTID:0002922	1,3-diazepanes
CHEMONTID:0002923	1,4-diazepanes
CHEMONTID:0002924	1,2,4-oxadiazoles
CHEMONTID:0002925	1,3,4-oxadiazoles
CHEMONTID:0002926	Ortho esters
CHEMONTID:0002927	Ortho amides
CHEMONTID:0002928	Ortho acids
CHEMONTID:0002929	Sulfimides
CHEMONTID:0002930	Mutilane diterpenoids
CHEMONTID:0002931	Aphidicolane and stemodane diterpenoids
CHEMONTID:0002932	1,3-isoquinolinediones
CHEMONTID:0002933	1,4-isoquinolinediones
CHEMONTID:0002934	Flavonoid O-glucuronides
CHEMONTID:0002935	Neoflavonoid 7-O-glycosides
CHEMONTID:0002936	Cycloheptafurans
CHEMONTID:0002937	Cycloheptapyrans
CHEMONTID:0002938	Cyclopentanols
CHEMONTID:0002939	Dioxepines
CHEMONTID:0002940	1,2-dioxepines
CHEMONTID:0002941	1,3-dioxepines
CHEMONTID:0002942	1,4-dioxepines
CHEMONTID:0002943	Dioxepanes
CHEMONTID:0002944	1,2-dioxepanes
CHEMONTID:0002945	1,3-dioxepanes
CHEMONTID:0002946	1,4-dioxepanes
CHEMONTID:0002947	Guanidinobenzoic acids
CHEMONTID:0002948	Aminobenzoic acids
CHEMONTID:0002949	Long-chain fatty acids
CHEMONTID:0002950	Very long-chain fatty acids
CHEMONTID:0002951	Long-chain fatty alcohols
CHEMONTID:0002952	Long-chain fatty aldehydes
CHEMONTID:0002953	Piperidinesulfonamides
CHEMONTID:0002954	Tetrahydrofolic acids
CHEMONTID:0002955	Tetrahydroisoquinolines
CHEMONTID:0002956	1-phenyltetrahydroisoquinolines
CHEMONTID:0002957	4-phenyltetrahydroisoquinolines
CHEMONTID:0002958	Dihydroisoquinolines
CHEMONTID:0002959	Sulfonohydrazides
CHEMONTID:0002960	3-hydroxyacyl CoAs
CHEMONTID:0002961	N-acylsphingosines
CHEMONTID:0002962	N-acylsphinganines
CHEMONTID:0002963	Phytoceramides
CHEMONTID:0002964	N-formyl-alpha amino acids
CHEMONTID:0002965	N-formyl-alpha amino acids and derivatives
CHEMONTID:0002966	Tetracarboxylic acids and derivatives
CHEMONTID:0002967	Hexacarboxylic acids and derivatives
CHEMONTID:0002968	3-hydroxy delta-1-steroids
CHEMONTID:0002969	3-hydroxy delta-1,4-steroids
CHEMONTID:0002970	3-hydroxy delta-4-steroids
CHEMONTID:0002971	3-hydroxy delta-5-steroids
CHEMONTID:0002972	3-oxo delta-1-steroids
CHEMONTID:0002973	3-oxo delta-1,4-steroids
CHEMONTID:0002974	3-oxo delta-4-steroids
CHEMONTID:0002975	3-oxo delta-5-steroids
CHEMONTID:0002976	Delta-1-steroids
CHEMONTID:0002977	Delta-1,4-steroids
CHEMONTID:0002978	Delta-4-steroids
CHEMONTID:0002979	Delta-5-steroids
CHEMONTID:0002980	N-phenylthioureas
CHEMONTID:0002981	N-acyl-phenylthioureas
CHEMONTID:0002982	N-acyl-phenylureas
CHEMONTID:0002983	Acylguanidines
CHEMONTID:0002984	Delta-7-steroids
CHEMONTID:0002985	3-hydroxy delta-7-steroids
CHEMONTID:0002986	3-oxo delta-7-steroids
CHEMONTID:0002987	6-aminopurines
CHEMONTID:0002988	4-hydroxyflavonoids
CHEMONTID:0002989	4'-hydroxyflavonoids
CHEMONTID:0002990	6-hydroxyflavonoids
CHEMONTID:0002991	Hydroxyflavonoids
CHEMONTID:0002992	5-hydroxyflavonoids
CHEMONTID:0002993	7-hydroxyflavonoids
CHEMONTID:0002994	8-hydroxyflavonoids
CHEMONTID:0002995	Pentacarboxylic acids and derivatives
CHEMONTID:0002996	Anthocyanidin-3-O-glycosides
CHEMONTID:0002997	Anthocyanidin-5-O-glycosides
CHEMONTID:0002998	C19-gibberellins
CHEMONTID:0002999	C20-gibberellins
CHEMONTID:0003000	Alpha-halocarboxylic acids
CHEMONTID:0003001	Alpha-halocarboxylic acid derivatives
CHEMONTID:0003002	Hydroxycinnamic acid esters
CHEMONTID:0003003	Hydroxycinnamic acid glycosides
CHEMONTID:0003004	Chlorogenic acids and derivatives
CHEMONTID:0003005	Sulfated flavonoids
CHEMONTID:0003006	Monohydroxyflavonoids
CHEMONTID:0003007	Phenanthrols
CHEMONTID:0003008	Aminosalicylic acids and derivatives
CHEMONTID:0003009	Aminosalicylic acids
CHEMONTID:0003010	3-aminosalicylic acids
CHEMONTID:0003011	4-aminosalicylic acids
CHEMONTID:0003012	Flavan-3-ols
CHEMONTID:0003013	Flavan-4-ols
CHEMONTID:0003014	Organophosphinic acids and derivatives
